order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0000136,HORD000044,PRD0989,1,71.59,71.59
HITM0000137,HORD000045,PRD0952,1,864.9,864.9
HITM0000138,HORD000045,PRD0429,1,618.41,618.41
HITM0000139,HORD000045,PRD0724,1,1568.29,1568.29
HITM0000140,HORD000045,PRD0100,2,252.99,505.98
HITM0000141,HORD000046,PRD0965,1,889.37,889.37
HITM0000142,HORD000046,PRD0983,1,1481.15,1481.15
HITM0000143,HORD000046,PRD0486,2,188.03,376.06
HITM0000144,HORD000047,PRD0560,1,114.38,114.38
HITM0000145,HORD000047,PRD0017,1,420.96,420.96
HITM0000146,HORD000048,PRD0270,1,237.62,237.62
HITM0000147,HORD000048,PRD0006,1,520.51,520.51
HITM0000148,HORD000048,PRD0043,1,634.32,634.32
HITM0000149,HORD000049,PRD0566,1,242.05,242.05
HITM0000150,HORD000049,PRD0492,1,1140.56,1140.56
HITM0000151,HORD000050,PRD0749,2,285.2,570.4
HITM0000152,HORD000050,PRD0227,1,2409.78,2409.78
HITM0000153,HORD000050,PRD0259,1,983.93,983.93
HITM0000154,HORD000051,PRD0559,1,1310.74,1310.74
HITM0000155,HORD000051,PRD0446,1,607.85,607.85
HITM0000156,HORD000051,PRD0301,2,1468.04,2936.08
HITM0000157,HORD000051,PRD0145,1,439.24,439.24
HITM0000158,HORD000052,PRD0728,1,1077.83,1077.83
HITM0000159,HORD000052,PRD0631,1,943.11,943.11
HITM0000160,HORD000052,PRD0909,1,1280.89,1280.89
HITM0000161,HORD000052,PRD0461,2,1412.1,2824.2
HITM0000162,HORD000053,PRD0423,1,371.68,371.68
HITM0000163,HORD000053,PRD0349,3,1289.14,3867.42
HITM0000164,HORD000053,PRD0429,2,618.41,1236.82
HITM0000165,HORD000054,PRD0789,1,1032.76,1032.76
HITM0000166,HORD000054,PRD0209,1,456.39,456.39
HITM0000167,HORD000055,PRD0828,1,1072.53,1072.53
HITM0000168,HORD000055,PRD0016,1,802.46,802.46
HITM0000169,HORD000055,PRD0606,1,838.55,838.55
HITM0000170,HORD000055,PRD0960,1,17.08,17.08
HITM0000171,HORD000055,PRD0766,1,74.26,74.26
HITM0000172,HORD000056,PRD0541,2,2828.87,5657.74
HITM0000173,HORD000056,PRD0105,3,655.02,1965.06
HITM0000174,HORD000056,PRD0612,1,319.23,319.23
HITM0000175,HORD000056,PRD0720,2,391.11,782.22
HITM0000176,HORD000056,PRD0126,1,290.8,290.8
HITM0000177,HORD000057,PRD0119,1,752.72,752.72
HITM0000178,HORD000057,PRD0388,1,191.0,191.0
HITM0000179,HORD000057,PRD0166,1,462.05,462.05
HITM0000180,HORD000057,PRD0596,1,792.27,792.27
HITM0000181,HORD000058,PRD0333,3,741.56,2224.68
HITM0000182,HORD000058,PRD0140,1,211.53,211.53
HITM0000183,HORD000058,PRD0971,1,1081.7,1081.7
HITM0000184,HORD000058,PRD0989,1,71.59,71.59
HITM0000185,HORD000059,PRD0296,1,331.81,331.81
HITM0000186,HORD000059,PRD0656,1,748.82,748.82
HITM0000187,HORD000059,PRD0061,1,1919.38,1919.38
HITM0000188,HORD000060,PRD0964,1,3887.56,3887.56
HITM0000189,HORD000060,PRD0002,1,1804.26,1804.26
HITM0000190,HORD000060,PRD0927,1,672.07,672.07
HITM0000191,HORD000060,PRD0549,1,1345.32,1345.32
HITM0000192,HORD000061,PRD0810,2,140.27,280.54
HITM0000193,HORD000061,PRD0573,1,850.28,850.28
HITM0000194,HORD000061,PRD0578,1,307.89,307.89
HITM0000195,HORD000062,PRD0357,1,1301.71,1301.71
HITM0000196,HORD000062,PRD0372,1,748.02,748.02
HITM0000197,HORD000062,PRD0232,1,321.21,321.21
HITM0000198,HORD000063,PRD0928,1,732.49,732.49
HITM0000199,HORD000063,PRD0468,1,714.1,714.1
HITM0000200,HORD000063,PRD0406,2,533.79,1067.58
HITM0000201,HORD000064,PRD0633,1,763.72,763.72
HITM0000202,HORD000064,PRD0691,1,1463.28,1463.28
HITM0000203,HORD000064,PRD0649,2,879.59,1759.18
HITM0000204,HORD000064,PRD0168,2,663.91,1327.82
HITM0000205,HORD000064,PRD0469,1,767.67,767.67
HITM0000206,HORD000065,PRD0320,1,28.7,28.7
HITM0000207,HORD000065,PRD0646,1,525.73,525.73
HITM0000208,HORD000065,PRD0750,2,315.03,630.06
HITM0000209,HORD000066,PRD0250,1,184.24,184.24
HITM0000210,HORD000066,PRD0756,1,389.58,389.58
HITM0000211,HORD000066,PRD0955,2,1036.25,2072.5
HITM0000212,HORD000067,PRD0113,1,1263.27,1263.27
HITM0000213,HORD000067,PRD0765,1,967.51,967.51
HITM0000214,HORD000067,PRD0956,1,339.76,339.76
HITM0000215,HORD000068,PRD0714,2,1819.26,3638.52
HITM0000216,HORD000068,PRD0366,1,111.28,111.28
HITM0000217,HORD000068,PRD0590,1,197.67,197.67
HITM0000218,HORD000068,PRD0029,1,853.57,853.57
HITM0000219,HORD000069,PRD0524,1,405.7,405.7
HITM0000220,HORD000069,PRD0157,1,93.87,93.87
HITM0000221,HORD000069,PRD0980,1,171.73,171.73
HITM0000222,HORD000069,PRD0478,1,1005.98,1005.98
HITM0000223,HORD000069,PRD0396,3,147.51,442.53
HITM0000224,HORD000070,PRD0756,1,389.58,389.58
HITM0000225,HORD000070,PRD0565,1,124.28,124.28
HITM0000226,HORD000070,PRD0240,1,73.63,73.63
HITM0000227,HORD000070,PRD0678,2,133.66,267.32
HITM0000228,HORD000070,PRD0732,2,1724.37,3448.74
HITM0000229,HORD000071,PRD0940,1,127.15,127.15
HITM0000230,HORD000071,PRD0650,1,46.68,46.68
HITM0000231,HORD000072,PRD0390,1,408.91,408.91
HITM0000232,HORD000072,PRD0306,2,98.74,197.48
HITM0000233,HORD000072,PRD0809,1,155.22,155.22
HITM0000234,HORD000073,PRD0144,2,434.98,869.96
HITM0000235,HORD000073,PRD0665,2,480.38,960.76
HITM0000236,HORD000073,PRD0130,1,167.84,167.84
HITM0000237,HORD000074,PRD1000,1,175.0,175.0
HITM0000238,HORD000075,PRD0630,1,167.94,167.94
HITM0000239,HORD000075,PRD0774,1,1438.07,1438.07
HITM0000240,HORD000075,PRD0779,1,736.32,736.32
HITM0000241,HORD000075,PRD0760,1,322.74,322.74
HITM0000242,HORD000075,PRD0336,2,745.18,1490.36
HITM0000243,HORD000076,PRD0118,1,184.23,184.23
HITM0000244,HORD000076,PRD0456,1,700.91,700.91
HITM0000245,HORD000076,PRD0620,1,23.82,23.82
HITM0000246,HORD000077,PRD0193,1,890.72,890.72
HITM0000247,HORD000077,PRD0208,1,481.08,481.08
HITM0000248,HORD000077,PRD0871,1,920.12,920.12
HITM0000249,HORD000078,PRD0785,1,1024.27,1024.27
HITM0000250,HORD000078,PRD0441,1,2623.08,2623.08
HITM0000251,HORD000078,PRD0873,1,448.66,448.66
HITM0000252,HORD000079,PRD0738,2,629.85,1259.7
HITM0000253,HORD000079,PRD0622,1,1760.81,1760.81
HITM0000254,HORD000079,PRD0970,1,192.16,192.16
HITM0000255,HORD000080,PRD0567,2,69.51,139.02
HITM0000256,HORD000080,PRD0137,1,814.4,814.4
HITM0000257,HORD000080,PRD0415,1,626.8,626.8
HITM0000258,HORD000080,PRD0172,1,1723.75,1723.75
HITM0000259,HORD000081,PRD0023,1,394.6,394.6
HITM0000260,HORD000081,PRD0772,1,356.92,356.92
HITM0000261,HORD000081,PRD0926,2,532.72,1065.44
HITM0000262,HORD000082,PRD0788,1,862.04,862.04
HITM0000263,HORD000082,PRD0845,1,355.13,355.13
HITM0000264,HORD000082,PRD0811,1,1819.95,1819.95
HITM0000265,HORD000082,PRD0766,1,74.26,74.26
HITM0000266,HORD000083,PRD0917,1,1918.86,1918.86
HITM0000267,HORD000084,PRD0980,1,171.73,171.73
HITM0000268,HORD000084,PRD0796,3,559.87,1679.61
HITM0000269,HORD000084,PRD0335,1,826.82,826.82
HITM0000270,HORD000084,PRD0727,2,1950.79,3901.58
HITM0000271,HORD000085,PRD0341,2,2089.96,4179.92
HITM0000272,HORD000085,PRD0717,1,825.84,825.84
HITM0000273,HORD000085,PRD0828,1,1072.53,1072.53
HITM0000274,HORD000085,PRD0546,1,180.12,180.12
HITM0000275,HORD000086,PRD0795,1,1162.94,1162.94
HITM0000276,HORD000086,PRD0338,1,484.72,484.72
HITM0000277,HORD000087,PRD0517,1,898.69,898.69
HITM0000278,HORD000087,PRD0330,1,96.82,96.82
HITM0000279,HORD000087,PRD0107,1,1356.63,1356.63
HITM0000280,HORD000088,PRD0343,1,1454.71,1454.71
HITM0000281,HORD000088,PRD0587,1,1075.68,1075.68
HITM0000282,HORD000088,PRD0170,2,419.43,838.86
HITM0000283,HORD000089,PRD0765,2,967.51,1935.02
HITM0000284,HORD000089,PRD0930,1,307.61,307.61
HITM0000285,HORD000089,PRD0501,1,1843.99,1843.99
HITM0000286,HORD000090,PRD0232,2,321.21,642.42
HITM0000287,HORD000090,PRD0701,2,2630.13,5260.26
HITM0000288,HORD000091,PRD0815,3,735.95,2207.85
HITM0000289,HORD000091,PRD0893,2,792.02,1584.04
HITM0000290,HORD000092,PRD0836,1,836.56,836.56
HITM0000291,HORD000092,PRD0508,2,713.33,1426.66
HITM0000292,HORD000092,PRD0161,1,1639.58,1639.58
HITM0000293,HORD000093,PRD0500,1,137.18,137.18
HITM0000294,HORD000093,PRD0258,2,114.0,228.0
HITM0000295,HORD000093,PRD0675,1,1138.38,1138.38
HITM0000296,HORD000093,PRD0834,1,702.11,702.11
HITM0000297,HORD000093,PRD0457,2,269.37,538.74
HITM0000298,HORD000094,PRD0380,1,340.9,340.9
HITM0000299,HORD000094,PRD0609,1,266.46,266.46
HITM0000300,HORD000094,PRD0260,1,157.69,157.69
HITM0000301,HORD000094,PRD0565,1,124.28,124.28
HITM0000302,HORD000095,PRD0452,1,353.39,353.39
HITM0000303,HORD000095,PRD0646,2,525.73,1051.46
HITM0000304,HORD000095,PRD0286,1,752.91,752.91
HITM0000305,HORD000095,PRD0155,1,903.43,903.43
HITM0000306,HORD000096,PRD0056,1,204.63,204.63
HITM0000307,HORD000096,PRD0400,1,124.47,124.47
HITM0000308,HORD000096,PRD0632,1,878.95,878.95
HITM0000309,HORD000096,PRD0369,2,663.84,1327.68
HITM0000310,HORD000097,PRD0748,1,1008.17,1008.17
HITM0000311,HORD000097,PRD0116,1,182.09,182.09
HITM0000312,HORD000097,PRD0179,2,428.63,857.26
HITM0000313,HORD000097,PRD0152,1,509.94,509.94
HITM0000314,HORD000098,PRD0868,1,421.43,421.43
HITM0000315,HORD000098,PRD0415,3,626.8,1880.4
HITM0000316,HORD000098,PRD0940,2,127.15,254.3
HITM0000317,HORD000098,PRD0225,1,749.78,749.78
HITM0000318,HORD000099,PRD0020,1,277.78,277.78
HITM0000319,HORD000099,PRD0432,1,571.62,571.62
HITM0000320,HORD000100,PRD0167,1,2152.29,2152.29
HITM0000321,HORD000100,PRD0745,2,147.69,295.38
HITM0000322,HORD000101,PRD0640,3,362.06,1086.18
HITM0000323,HORD000101,PRD0119,1,752.72,752.72
HITM0000324,HORD000102,PRD0041,2,1567.72,3135.44
HITM0000325,HORD000102,PRD0885,1,867.28,867.28
HITM0000326,HORD000103,PRD0676,2,523.37,1046.74
HITM0000327,HORD000104,PRD0256,1,42.53,42.53
HITM0000328,HORD000104,PRD0280,1,228.25,228.25
HITM0000329,HORD000104,PRD0659,1,1177.04,1177.04
HITM0000330,HORD000104,PRD0352,1,1288.41,1288.41
HITM0000331,HORD000105,PRD0442,1,327.53,327.53
HITM0000332,HORD000106,PRD0885,2,867.28,1734.56
HITM0000333,HORD000106,PRD0262,1,1531.6,1531.6
HITM0000334,HORD000106,PRD0385,1,602.62,602.62
HITM0000335,HORD000107,PRD0419,1,903.5,903.5
HITM0000336,HORD000107,PRD0615,2,925.7,1851.4
HITM0000337,HORD000107,PRD0986,1,318.21,318.21
HITM0000338,HORD000108,PRD0948,1,849.18,849.18
HITM0000339,HORD000108,PRD0352,1,1288.41,1288.41
HITM0000340,HORD000108,PRD0790,1,67.36,67.36
HITM0000341,HORD000109,PRD0688,1,814.49,814.49
HITM0000342,HORD000110,PRD0354,1,2839.63,2839.63
HITM0000343,HORD000110,PRD0345,1,257.9,257.9
HITM0000344,HORD000110,PRD0823,1,1007.18,1007.18
HITM0000345,HORD000111,PRD0480,1,79.31,79.31
HITM0000346,HORD000111,PRD0353,1,1448.25,1448.25
HITM0000347,HORD000111,PRD0287,1,1267.48,1267.48
HITM0000348,HORD000111,PRD0576,1,31.35,31.35
HITM0000349,HORD000111,PRD0705,1,369.85,369.85
HITM0000350,HORD000112,PRD0624,2,565.88,1131.76
HITM0000351,HORD000112,PRD0457,1,269.37,269.37
HITM0000352,HORD000113,PRD0370,1,418.27,418.27
HITM0000353,HORD000113,PRD0790,1,67.36,67.36
HITM0000354,HORD000113,PRD0565,2,124.28,248.56
HITM0000355,HORD000113,PRD0999,2,719.67,1439.34
HITM0000356,HORD000113,PRD0149,1,504.76,504.76
HITM0000357,HORD000114,PRD0230,1,112.24,112.24
HITM0000358,HORD000114,PRD0048,1,533.35,533.35
HITM0000359,HORD000114,PRD0338,2,484.72,969.44
HITM0000360,HORD000115,PRD0879,1,329.13,329.13
HITM0000361,HORD000115,PRD0699,3,649.93,1949.79
HITM0000362,HORD000115,PRD0247,1,55.39,55.39
HITM0000363,HORD000115,PRD0235,1,331.23,331.23
HITM0000364,HORD000115,PRD0635,1,475.82,475.82
HITM0000365,HORD000116,PRD0481,1,1590.61,1590.61
HITM0000366,HORD000116,PRD0376,1,294.68,294.68
HITM0000367,HORD000116,PRD0578,2,307.89,615.78
HITM0000368,HORD000116,PRD0876,3,844.64,2533.92
HITM0000369,HORD000117,PRD0747,1,1759.9,1759.9
HITM0000370,HORD000117,PRD0620,1,23.82,23.82
HITM0000371,HORD000117,PRD0940,1,127.15,127.15
HITM0000372,HORD000117,PRD0116,1,182.09,182.09
HITM0000373,HORD000117,PRD0031,1,2301.05,2301.05
HITM0000374,HORD000118,PRD0256,1,42.53,42.53
HITM0000375,HORD000119,PRD0567,1,69.51,69.51
HITM0000376,HORD000119,PRD0887,3,447.24,1341.72
HITM0000377,HORD000120,PRD0520,1,404.65,404.65
HITM0000378,HORD000120,PRD0488,1,1046.44,1046.44
HITM0000379,HORD000120,PRD0834,1,702.11,702.11
HITM0000380,HORD000120,PRD0256,1,42.53,42.53
HITM0000381,HORD000121,PRD0560,1,114.38,114.38
HITM0000382,HORD000121,PRD0989,1,71.59,71.59
HITM0000383,HORD000121,PRD0259,1,983.93,983.93
HITM0000384,HORD000121,PRD0932,2,1326.04,2652.08
HITM0000385,HORD000122,PRD0536,1,430.74,430.74
HITM0000386,HORD000122,PRD0752,1,1432.08,1432.08
HITM0000387,HORD000123,PRD0786,1,664.7,664.7
HITM0000388,HORD000123,PRD0704,2,2898.48,5796.96
HITM0000389,HORD000123,PRD0922,1,1230.33,1230.33
HITM0000390,HORD000123,PRD0679,1,399.42,399.42
HITM0000391,HORD000123,PRD0566,1,242.05,242.05
HITM0000392,HORD000124,PRD0594,1,2621.32,2621.32
HITM0000393,HORD000124,PRD0854,1,1723.49,1723.49
HITM0000394,HORD000124,PRD0556,2,279.39,558.78
HITM0000395,HORD000124,PRD0840,1,125.66,125.66
HITM0000396,HORD000125,PRD0280,1,228.25,228.25
HITM0000397,HORD000125,PRD0919,1,1414.1,1414.1
HITM0000398,HORD000125,PRD0850,1,216.39,216.39
HITM0000399,HORD000125,PRD0959,2,206.84,413.68
HITM0000400,HORD000126,PRD0504,1,3728.54,3728.54
HITM0000401,HORD000126,PRD0898,1,450.61,450.61
HITM0000402,HORD000126,PRD0225,1,749.78,749.78
HITM0000403,HORD000126,PRD0573,1,850.28,850.28
HITM0000404,HORD000127,PRD0553,1,1559.12,1559.12
HITM0000405,HORD000127,PRD0042,1,1767.57,1767.57
HITM0000406,HORD000127,PRD0005,1,171.8,171.8
HITM0000407,HORD000127,PRD0460,2,354.28,708.56
HITM0000408,HORD000128,PRD0584,1,2405.29,2405.29
HITM0000409,HORD000128,PRD0318,1,656.01,656.01
HITM0000410,HORD000129,PRD0535,1,992.5,992.5
HITM0000411,HORD000129,PRD0916,1,515.65,515.65
HITM0000412,HORD000129,PRD0470,2,149.63,299.26
HITM0000413,HORD000129,PRD0047,2,859.23,1718.46
HITM0000414,HORD000129,PRD0165,1,808.77,808.77
HITM0000415,HORD000130,PRD0690,1,344.6,344.6
HITM0000416,HORD000130,PRD0936,1,825.41,825.41
HITM0000417,HORD000130,PRD0694,2,721.36,1442.72
HITM0000418,HORD000130,PRD0898,1,450.61,450.61
HITM0000419,HORD000131,PRD0372,2,748.02,1496.04
HITM0000420,HORD000131,PRD0922,3,1230.33,3690.99
HITM0000421,HORD000131,PRD0655,3,1072.3,3216.9
HITM0000422,HORD000131,PRD0203,1,724.48,724.48
HITM0000423,HORD000132,PRD0970,2,192.16,384.32
HITM0000424,HORD000132,PRD0992,2,309.63,619.26
HITM0000425,HORD000133,PRD0147,1,172.97,172.97
HITM0000426,HORD000133,PRD0270,1,237.62,237.62
HITM0000427,HORD000133,PRD0879,1,329.13,329.13
HITM0000428,HORD000134,PRD0071,2,1793.74,3587.48
HITM0000429,HORD000134,PRD0946,1,180.12,180.12
HITM0000430,HORD000134,PRD0842,1,1443.81,1443.81
HITM0000431,HORD000134,PRD0616,2,242.48,484.96
HITM0000432,HORD000134,PRD0010,1,253.38,253.38
HITM0000433,HORD000135,PRD0734,1,1461.44,1461.44
HITM0000434,HORD000135,PRD0944,1,1503.06,1503.06
HITM0000435,HORD000135,PRD0612,2,319.23,638.46
HITM0000436,HORD000135,PRD0410,1,331.6,331.6
HITM0000437,HORD000135,PRD0185,1,925.9,925.9
HITM0000438,HORD000136,PRD0175,1,740.04,740.04
HITM0000439,HORD000136,PRD0314,2,611.18,1222.36
HITM0000440,HORD000136,PRD0560,1,114.38,114.38
HITM0000441,HORD000136,PRD0278,1,105.64,105.64
HITM0000442,HORD000137,PRD0818,3,184.36,553.08
HITM0000443,HORD000137,PRD0111,1,2559.72,2559.72
HITM0000444,HORD000137,PRD0190,2,40.06,80.12
HITM0000445,HORD000138,PRD0947,1,1591.22,1591.22
HITM0000446,HORD000138,PRD0309,2,1241.8,2483.6
HITM0000447,HORD000138,PRD0990,1,164.36,164.36
HITM0000448,HORD000138,PRD0849,2,1072.65,2145.3
HITM0000449,HORD000138,PRD0472,1,819.03,819.03
HITM0000450,HORD000139,PRD0612,1,319.23,319.23
HITM0000451,HORD000140,PRD0925,1,1091.53,1091.53
HITM0000452,HORD000140,PRD0018,1,783.79,783.79
HITM0000453,HORD000140,PRD0273,1,1320.37,1320.37
HITM0000454,HORD000140,PRD0969,2,185.9,371.8
HITM0000455,HORD000141,PRD0198,1,1001.22,1001.22
HITM0000456,HORD000141,PRD0569,1,928.26,928.26
HITM0000457,HORD000141,PRD0698,1,664.05,664.05
HITM0000458,HORD000141,PRD0622,3,1760.81,5282.43
HITM0000459,HORD000142,PRD0533,1,1416.06,1416.06
HITM0000460,HORD000142,PRD0855,1,641.38,641.38
HITM0000461,HORD000143,PRD0960,1,17.08,17.08
HITM0000462,HORD000143,PRD0240,1,73.63,73.63
HITM0000463,HORD000144,PRD0746,1,367.02,367.02
HITM0000464,HORD000144,PRD0550,2,224.46,448.92
HITM0000465,HORD000145,PRD0878,1,453.25,453.25
HITM0000466,HORD000145,PRD0257,1,210.79,210.79
HITM0000467,HORD000145,PRD0886,1,194.21,194.21
HITM0000468,HORD000146,PRD0981,1,1483.54,1483.54
HITM0000469,HORD000146,PRD0714,1,1819.26,1819.26
HITM0000470,HORD000146,PRD0480,1,79.31,79.31
HITM0000471,HORD000147,PRD0700,1,164.38,164.38
